,date,state,name,wholesalePrice,retailPrice,shoppingmallPrice,units,image
2399,2024-06-14,Uttar Pradesh,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
2400,2024-06-14,Uttar Pradesh,Coriander Leaves,8,9 - 10,10 - 13,1kg,resource/images/vegetables/corianderleaves-64.png
2401,2024-06-14,Uttar Pradesh,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
2402,2024-06-14,Uttar Pradesh,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
2403,2024-06-14,Uttar Pradesh,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2404,2024-06-14,Uttar Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
2405,2024-06-14,Uttar Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2406,2024-06-14,Uttar Pradesh,Brinjal,32,37 - 41,38 - 53,1kg,resource/images/vegetables/brinjal-64.png
2407,2024-06-14,Uttar Pradesh,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
2408,2024-06-14,Uttar Pradesh,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2409,2024-06-14,Uttar Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2410,2024-06-14,Uttar Pradesh,French Beans,169,194 - 215,203 - 279,1kg,resource/images/vegetables/frenchbeans-64.png
2411,2024-06-14,Uttar Pradesh,Garlic,250,288 - 318,300 - 413,1kg,resource/images/vegetables/garlic-64.png
2412,2024-06-14,Uttar Pradesh,Ginger,121,139 - 154,145 - 200,1kg,resource/images/vegetables/ginger-64.png
2413,2024-06-14,Uttar Pradesh,Onion Green,45,52 - 57,54 - 74,1kg,resource/images/vegetables/oniongreen-64.png
2414,2024-06-14,Uttar Pradesh,Green Peas,47,54 - 60,56 - 78,1kg,resource/images/vegetables/greenpeas-64.png
2415,2024-06-14,Uttar Pradesh,Ivy Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ivygourd-64.png
2416,2024-06-14,Uttar Pradesh,Lemon (Lime),103,118 - 131,124 - 170,1kg,resource/images/vegetables/lemon-64.png
2417,2024-06-14,Uttar Pradesh,Mango Raw,27,31 - 34,32 - 45,1kg,resource/images/vegetables/mangoraw-64.png
2418,2024-06-14,Uttar Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2419,2024-06-14,Uttar Pradesh,Mushroom,74,85 - 94,89 - 122,1kg,resource/images/vegetables/mushroom-64.png
2420,2024-06-14,Uttar Pradesh,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
2421,2024-06-14,Uttar Pradesh,Ladies Finger,48,55 - 61,58 - 79,1kg,resource/images/vegetables/ladiesfinger-64.png
2422,2024-06-14,Uttar Pradesh,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
2423,2024-06-14,Uttar Pradesh,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
2424,2024-06-14,Uttar Pradesh,Ridge Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/ridgegourd-64.png
2425,2024-06-14,Uttar Pradesh,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,resource/images/vegetables/shallot-64.png
2426,2024-06-14,Uttar Pradesh,Snake Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/snakegourd-64.png
2427,2024-06-14,Uttar Pradesh,Sorrel Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/sorrelleaves-64.png
2428,2024-06-14,Uttar Pradesh,Spinach,11,13 - 14,13 - 18,1kg,resource/images/vegetables/spinach-64.png
2429,2024-06-14,Uttar Pradesh,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
2430,2024-06-15,Uttar Pradesh,Onion Big,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionbig-64.png
2431,2024-06-15,Uttar Pradesh,Onion Small,53,61 - 67,64 - 87,1kg,resource/images/vegetables/onionsmall-64.png
2432,2024-06-15,Uttar Pradesh,Tomato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/tomato-64.png
2433,2024-06-15,Uttar Pradesh,Green Chilli,92,106 - 117,110 - 152,1kg,resource/images/vegetables/greenchili-64.png
2434,2024-06-15,Uttar Pradesh,Beetroot,36,41 - 46,43 - 59,1kg,resource/images/vegetables/beetroot-64.png
2435,2024-06-15,Uttar Pradesh,Potato,35,40 - 44,42 - 58,1kg,resource/images/vegetables/potato-64.png
2436,2024-06-15,Uttar Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2437,2024-06-15,Uttar Pradesh,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
2438,2024-06-15,Uttar Pradesh,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
2439,2024-06-15,Uttar Pradesh,Ash gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/ashgourd-64.png
2440,2024-06-15,Uttar Pradesh,Baby Corn,65,75 - 83,78 - 107,1kg,resource/images/vegetables/babycorn-64.png
2441,2024-06-15,Uttar Pradesh,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
2442,2024-06-15,Uttar Pradesh,Capsicum,49,56 - 62,59 - 81,1kg,resource/images/vegetables/capsicum-64.png
2443,2024-06-15,Uttar Pradesh,Bitter Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/bittergourd-64.png
2444,2024-06-15,Uttar Pradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bottlegourd-64.png
2445,2024-06-15,Uttar Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/butterbeans-64.png
2446,2024-06-15,Uttar Pradesh,Broad Beans,73,84 - 93,88 - 120,1kg,resource/images/vegetables/broadbeans-64.png
2447,2024-06-15,Uttar Pradesh,Cabbage,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cabbage-64.png
2448,2024-06-15,Uttar Pradesh,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
2449,2024-06-15,Uttar Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2450,2024-06-15,Uttar Pradesh,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
2451,2024-06-15,Uttar Pradesh,Coconut,33,38 - 42,40 - 54,1kg,resource/images/vegetables/coconut-64.png
2452,2024-06-15,Uttar Pradesh,Colocasia Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/colocasialeaves-64.png
2453,2024-06-15,Uttar Pradesh,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
2454,2024-06-15,Uttar Pradesh,Coriander Leaves,8,9 - 10,10 - 13,1kg,resource/images/vegetables/corianderleaves-64.png
2455,2024-06-15,Uttar Pradesh,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
2456,2024-06-15,Uttar Pradesh,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
2457,2024-06-15,Uttar Pradesh,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2458,2024-06-15,Uttar Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
2459,2024-06-15,Uttar Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2460,2024-06-15,Uttar Pradesh,Brinjal,32,37 - 41,38 - 53,1kg,resource/images/vegetables/brinjal-64.png
2461,2024-06-15,Uttar Pradesh,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
2462,2024-06-15,Uttar Pradesh,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2463,2024-06-15,Uttar Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2464,2024-06-15,Uttar Pradesh,French Beans,169,194 - 215,203 - 279,1kg,resource/images/vegetables/frenchbeans-64.png
2465,2024-06-15,Uttar Pradesh,Garlic,250,288 - 318,300 - 413,1kg,resource/images/vegetables/garlic-64.png
2466,2024-06-15,Uttar Pradesh,Ginger,121,139 - 154,145 - 200,1kg,resource/images/vegetables/ginger-64.png
2467,2024-06-15,Uttar Pradesh,Onion Green,45,52 - 57,54 - 74,1kg,resource/images/vegetables/oniongreen-64.png
2468,2024-06-15,Uttar Pradesh,Green Peas,47,54 - 60,56 - 78,1kg,resource/images/vegetables/greenpeas-64.png
2469,2024-06-15,Uttar Pradesh,Ivy Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ivygourd-64.png
2470,2024-06-15,Uttar Pradesh,Lemon (Lime),103,118 - 131,124 - 170,1kg,resource/images/vegetables/lemon-64.png
2471,2024-06-15,Uttar Pradesh,Mango Raw,27,31 - 34,32 - 45,1kg,resource/images/vegetables/mangoraw-64.png
2472,2024-06-15,Uttar Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2473,2024-06-15,Uttar Pradesh,Mushroom,74,85 - 94,89 - 122,1kg,resource/images/vegetables/mushroom-64.png
2474,2024-06-15,Uttar Pradesh,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
2475,2024-06-15,Uttar Pradesh,Ladies Finger,48,55 - 61,58 - 79,1kg,resource/images/vegetables/ladiesfinger-64.png
2476,2024-06-15,Uttar Pradesh,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
2477,2024-06-15,Uttar Pradesh,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
2478,2024-06-15,Uttar Pradesh,Ridge Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/ridgegourd-64.png
2479,2024-06-15,Uttar Pradesh,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,resource/images/vegetables/shallot-64.png
2480,2024-06-15,Uttar Pradesh,Snake Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/snakegourd-64.png
2481,2024-06-15,Uttar Pradesh,Sorrel Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/sorrelleaves-64.png
2482,2024-06-15,Uttar Pradesh,Spinach,11,13 - 14,13 - 18,1kg,resource/images/vegetables/spinach-64.png
2483,2024-06-15,Uttar Pradesh,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
2484,2024-06-16,Uttar Pradesh,Onion Big,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionbig-64.png
2485,2024-06-16,Uttar Pradesh,Onion Small,53,61 - 67,64 - 87,1kg,resource/images/vegetables/onionsmall-64.png
2486,2024-06-16,Uttar Pradesh,Tomato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/tomato-64.png
2487,2024-06-16,Uttar Pradesh,Green Chilli,92,106 - 117,110 - 152,1kg,resource/images/vegetables/greenchili-64.png
2488,2024-06-16,Uttar Pradesh,Beetroot,36,41 - 46,43 - 59,1kg,resource/images/vegetables/beetroot-64.png
2489,2024-06-16,Uttar Pradesh,Potato,35,40 - 44,42 - 58,1kg,resource/images/vegetables/potato-64.png
2490,2024-06-16,Uttar Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2491,2024-06-16,Uttar Pradesh,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
2492,2024-06-16,Uttar Pradesh,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
2493,2024-06-16,Uttar Pradesh,Ash gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/ashgourd-64.png
2494,2024-06-16,Uttar Pradesh,Baby Corn,65,75 - 83,78 - 107,1kg,resource/images/vegetables/babycorn-64.png
2495,2024-06-16,Uttar Pradesh,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
2496,2024-06-16,Uttar Pradesh,Capsicum,49,56 - 62,59 - 81,1kg,resource/images/vegetables/capsicum-64.png
2497,2024-06-16,Uttar Pradesh,Bitter Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/bittergourd-64.png
2498,2024-06-16,Uttar Pradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bottlegourd-64.png
2499,2024-06-16,Uttar Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/butterbeans-64.png
2500,2024-06-16,Uttar Pradesh,Broad Beans,73,84 - 93,88 - 120,1kg,resource/images/vegetables/broadbeans-64.png
2501,2024-06-16,Uttar Pradesh,Cabbage,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cabbage-64.png
2502,2024-06-16,Uttar Pradesh,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
2503,2024-06-16,Uttar Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2504,2024-06-16,Uttar Pradesh,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
2505,2024-06-16,Uttar Pradesh,Coconut,33,38 - 42,40 - 54,1kg,resource/images/vegetables/coconut-64.png
2506,2024-06-16,Uttar Pradesh,Colocasia Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/colocasialeaves-64.png
2507,2024-06-16,Uttar Pradesh,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
2508,2024-06-16,Uttar Pradesh,Coriander Leaves,8,9 - 10,10 - 13,1kg,resource/images/vegetables/corianderleaves-64.png
2509,2024-06-16,Uttar Pradesh,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
2510,2024-06-16,Uttar Pradesh,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
2511,2024-06-16,Uttar Pradesh,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2512,2024-06-16,Uttar Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
2513,2024-06-16,Uttar Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2514,2024-06-16,Uttar Pradesh,Brinjal,32,37 - 41,38 - 53,1kg,resource/images/vegetables/brinjal-64.png
2515,2024-06-16,Uttar Pradesh,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
2516,2024-06-16,Uttar Pradesh,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2517,2024-06-16,Uttar Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2518,2024-06-16,Uttar Pradesh,French Beans,169,194 - 215,203 - 279,1kg,resource/images/vegetables/frenchbeans-64.png
2519,2024-06-16,Uttar Pradesh,Garlic,250,288 - 318,300 - 413,1kg,resource/images/vegetables/garlic-64.png
2520,2024-06-16,Uttar Pradesh,Ginger,121,139 - 154,145 - 200,1kg,resource/images/vegetables/ginger-64.png
2521,2024-06-16,Uttar Pradesh,Onion Green,45,52 - 57,54 - 74,1kg,resource/images/vegetables/oniongreen-64.png
2522,2024-06-16,Uttar Pradesh,Green Peas,47,54 - 60,56 - 78,1kg,resource/images/vegetables/greenpeas-64.png
2523,2024-06-16,Uttar Pradesh,Ivy Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ivygourd-64.png
2524,2024-06-16,Uttar Pradesh,Lemon (Lime),103,118 - 131,124 - 170,1kg,resource/images/vegetables/lemon-64.png
2525,2024-06-16,Uttar Pradesh,Mango Raw,27,31 - 34,32 - 45,1kg,resource/images/vegetables/mangoraw-64.png
2526,2024-06-16,Uttar Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2527,2024-06-16,Uttar Pradesh,Mushroom,74,85 - 94,89 - 122,1kg,resource/images/vegetables/mushroom-64.png
2528,2024-06-16,Uttar Pradesh,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
2529,2024-06-16,Uttar Pradesh,Ladies Finger,48,55 - 61,58 - 79,1kg,resource/images/vegetables/ladiesfinger-64.png
2530,2024-06-16,Uttar Pradesh,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
2531,2024-06-16,Uttar Pradesh,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
2532,2024-06-16,Uttar Pradesh,Ridge Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/ridgegourd-64.png
2533,2024-06-16,Uttar Pradesh,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,resource/images/vegetables/shallot-64.png
2534,2024-06-16,Uttar Pradesh,Snake Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/snakegourd-64.png
2535,2024-06-16,Uttar Pradesh,Sorrel Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/sorrelleaves-64.png
2536,2024-06-16,Uttar Pradesh,Spinach,11,13 - 14,13 - 18,1kg,resource/images/vegetables/spinach-64.png
2537,2024-06-16,Uttar Pradesh,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
2538,2024-06-17,Uttar Pradesh,Onion Big,37,43 - 47,44 - 61,1kg,resource/images/vegetables/onionbig-64.png
2539,2024-06-17,Uttar Pradesh,Onion Small,54,62 - 69,65 - 89,1kg,resource/images/vegetables/onionsmall-64.png
2540,2024-06-17,Uttar Pradesh,Tomato,41,47 - 52,49 - 68,1kg,resource/images/vegetables/tomato-64.png
2541,2024-06-17,Uttar Pradesh,Green Chilli,65,75 - 83,78 - 107,1kg,resource/images/vegetables/greenchili-64.png
2542,2024-06-17,Uttar Pradesh,Beetroot,42,48 - 53,50 - 69,1kg,resource/images/vegetables/beetroot-64.png
2543,2024-06-17,Uttar Pradesh,Potato,35,40 - 44,42 - 58,1kg,resource/images/vegetables/potato-64.png
2544,2024-06-17,Uttar Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2545,2024-06-17,Uttar Pradesh,Amaranth Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/amaranthleaves-64.png
2546,2024-06-17,Uttar Pradesh,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
2547,2024-06-17,Uttar Pradesh,Ash gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/ashgourd-64.png
2548,2024-06-17,Uttar Pradesh,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
2549,2024-06-17,Uttar Pradesh,Banana Flower,20,23 - 25,24 - 33,1kg,resource/images/vegetables/bananaflower-64.png
2550,2024-06-17,Uttar Pradesh,Capsicum,41,47 - 52,49 - 68,1kg,resource/images/vegetables/capsicum-64.png
2551,2024-06-17,Uttar Pradesh,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
2552,2024-06-17,Uttar Pradesh,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
2553,2024-06-17,Uttar Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/butterbeans-64.png
2554,2024-06-17,Uttar Pradesh,Broad Beans,69,79 - 88,83 - 114,1kg,resource/images/vegetables/broadbeans-64.png
2555,2024-06-17,Uttar Pradesh,Cabbage,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cabbage-64.png
2556,2024-06-17,Uttar Pradesh,Carrot,47,54 - 60,56 - 78,1kg,resource/images/vegetables/carrot-64.png
2557,2024-06-17,Uttar Pradesh,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
2558,2024-06-17,Uttar Pradesh,Cluster beans,40,46 - 51,48 - 66,1kg,resource/images/vegetables/clusterbeans-64.png
2559,2024-06-17,Uttar Pradesh,Coconut,33,38 - 42,40 - 54,1kg,resource/images/vegetables/coconut-64.png
2560,2024-06-17,Uttar Pradesh,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
2561,2024-06-17,Uttar Pradesh,Colocasia,26,30 - 33,31 - 43,1kg,resource/images/vegetables/colocasia-64.png
2562,2024-06-17,Uttar Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2563,2024-06-17,Uttar Pradesh,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
2564,2024-06-17,Uttar Pradesh,Cucumber,29,33 - 37,35 - 48,1kg,resource/images/vegetables/cucumber-64.png
2565,2024-06-17,Uttar Pradesh,Curry Leaves,30,35 - 38,36 - 50,1kg,resource/images/vegetables/curryleaves-64.png
2566,2024-06-17,Uttar Pradesh,Dill Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/dillleaves-64.png
2567,2024-06-17,Uttar Pradesh,Drumsticks,80,92 - 102,96 - 132,1kg,resource/images/vegetables/drumsticks-64.png
2568,2024-06-17,Uttar Pradesh,Brinjal,33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjal-64.png
2569,2024-06-17,Uttar Pradesh,Brinjal (Big),35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjalbig-64.png
2570,2024-06-17,Uttar Pradesh,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2571,2024-06-17,Uttar Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2572,2024-06-17,Uttar Pradesh,French Beans,113,130 - 144,136 - 186,1kg,resource/images/vegetables/frenchbeans-64.png
2573,2024-06-17,Uttar Pradesh,Garlic,234,269 - 297,281 - 386,1kg,resource/images/vegetables/garlic-64.png
2574,2024-06-17,Uttar Pradesh,Ginger,122,140 - 155,146 - 201,1kg,resource/images/vegetables/ginger-64.png
2575,2024-06-17,Uttar Pradesh,Onion Green,43,49 - 55,52 - 71,1kg,resource/images/vegetables/oniongreen-64.png
2576,2024-06-17,Uttar Pradesh,Green Peas,45,52 - 57,54 - 74,1kg,resource/images/vegetables/greenpeas-64.png
2577,2024-06-17,Uttar Pradesh,Ivy Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ivygourd-64.png
2578,2024-06-17,Uttar Pradesh,Lemon (Lime),105,121 - 133,126 - 173,1kg,resource/images/vegetables/lemon-64.png
2579,2024-06-17,Uttar Pradesh,Mango Raw,35,40 - 44,42 - 58,1kg,resource/images/vegetables/mangoraw-64.png
2580,2024-06-17,Uttar Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2581,2024-06-17,Uttar Pradesh,Mushroom,78,90 - 99,94 - 129,1kg,resource/images/vegetables/mushroom-64.png
2582,2024-06-17,Uttar Pradesh,Mustard Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/mustardleaves-64.png
2583,2024-06-17,Uttar Pradesh,Ladies Finger,45,52 - 57,54 - 74,1kg,resource/images/vegetables/ladiesfinger-64.png
2584,2024-06-17,Uttar Pradesh,Pumpkin,22,25 - 28,26 - 36,1kg,resource/images/vegetables/pumpkin-64.png
2585,2024-06-17,Uttar Pradesh,Radish,32,37 - 41,38 - 53,1kg,resource/images/vegetables/radish-64.png
2586,2024-06-17,Uttar Pradesh,Ridge Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/ridgegourd-64.png
2587,2024-06-17,Uttar Pradesh,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg,resource/images/vegetables/shallot-64.png
2588,2024-06-17,Uttar Pradesh,Snake Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/snakegourd-64.png
2589,2024-06-17,Uttar Pradesh,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
2590,2024-06-17,Uttar Pradesh,Spinach,11,13 - 14,13 - 18,1kg,resource/images/vegetables/spinach-64.png
2591,2024-06-17,Uttar Pradesh,Sweet Potato,39,45 - 50,47 - 64,1kg,resource/images/vegetables/sweetpotato-64.png
2592,2024-06-18,Uttar Pradesh,Onion Big,37,43 - 47,44 - 61,1kg,resource/images/vegetables/onionbig-64.png
2593,2024-06-18,Uttar Pradesh,Onion Small,54,62 - 69,65 - 89,1kg,resource/images/vegetables/onionsmall-64.png
2594,2024-06-18,Uttar Pradesh,Tomato,41,47 - 52,49 - 68,1kg,resource/images/vegetables/tomato-64.png
2595,2024-06-18,Uttar Pradesh,Green Chilli,65,75 - 83,78 - 107,1kg,resource/images/vegetables/greenchili-64.png
2596,2024-06-18,Uttar Pradesh,Beetroot,42,48 - 53,50 - 69,1kg,resource/images/vegetables/beetroot-64.png
2597,2024-06-18,Uttar Pradesh,Potato,35,40 - 44,42 - 58,1kg,resource/images/vegetables/potato-64.png
2598,2024-06-18,Uttar Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2599,2024-06-18,Uttar Pradesh,Amaranth Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/amaranthleaves-64.png
2600,2024-06-18,Uttar Pradesh,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
2601,2024-06-18,Uttar Pradesh,Ash gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/ashgourd-64.png
2602,2024-06-18,Uttar Pradesh,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
2603,2024-06-18,Uttar Pradesh,Banana Flower,20,23 - 25,24 - 33,1kg,resource/images/vegetables/bananaflower-64.png
2604,2024-06-18,Uttar Pradesh,Capsicum,41,47 - 52,49 - 68,1kg,resource/images/vegetables/capsicum-64.png
2605,2024-06-18,Uttar Pradesh,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
2606,2024-06-18,Uttar Pradesh,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
2607,2024-06-18,Uttar Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/butterbeans-64.png
2608,2024-06-18,Uttar Pradesh,Broad Beans,69,79 - 88,83 - 114,1kg,resource/images/vegetables/broadbeans-64.png
2609,2024-06-18,Uttar Pradesh,Cabbage,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cabbage-64.png
2610,2024-06-18,Uttar Pradesh,Carrot,47,54 - 60,56 - 78,1kg,resource/images/vegetables/carrot-64.png
2611,2024-06-18,Uttar Pradesh,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
2612,2024-06-18,Uttar Pradesh,Cluster beans,40,46 - 51,48 - 66,1kg,resource/images/vegetables/clusterbeans-64.png
2613,2024-06-18,Uttar Pradesh,Coconut,33,38 - 42,40 - 54,1kg,resource/images/vegetables/coconut-64.png
